time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2024-09-26 11:30:23,-82.4664,27.8643, 556.8, 4970, -0.0, -2.6, -2.3, 83, 83, 5.68,174,23.2
2024-09-26 11:30:24,-82.4664,27.8645, 556.3, 4976, -0.0, -2.8, -2.4, 82, 82, 5.63,174,23.2
2024-09-26 11:30:25,-82.4664,27.8647, 555.9, 4982, -0.0, -2.9, -2.6, 81, 81, 5.56,175,23.2
2024-09-26 11:30:26,-82.4665,27.8649, 555.5, 4988, -0.1, -3.1, -2.7, 80, 80, 5.49,175,23.2
2024-09-26 11:30:27,-82.4665,27.8651, 555.1, 4995, -0.1, -3.3, -2.9, 79, 79, 5.42,175,23.2
2024-09-26 11:30:28,-82.4665,27.8653, 554.6, 5001, -0.1, -3.4, -3.1, 78, 78, 5.36,175,23.3
2024-09-26 11:30:29,-82.4665,27.8655, 554.2, 5007, -0.1, -3.6, -3.2, 77, 77, 5.29,175,23.3
2024-09-26 11:30:30,-82.4665,27.8658, 553.8, 5013, -0.1, -3.8, -3.4, 76, 76, 5.22,175,23.3
2024-09-26 11:30:31,-82.4666,27.8660, 553.4, 5018, -0.1, -4.0, -3.5, 75, 75, 5.15,175,23.3
2024-09-26 11:30:32,-82.4666,27.8662, 553.0, 5024, -0.1, -4.2, -3.7, 74, 74, 5.08,175,23.3
2024-09-26 11:30:33,-82.4666,27.8664, 552.6, 5030, -0.1, -4.4, -3.9, 73, 73, 5.02,175,23.3
2024-09-26 11:30:34,-82.4666,27.8666, 552.2, 5036, -0.2, -4.6, -4.0, 72, 72, 4.95,176,23.3
2024-09-26 11:30:35,-82.4666,27.8668, 551.8, 5041, -0.2, -4.8, -4.2, 71, 71, 4.88,176,23.3
2024-09-26 11:30:36,-82.4666,27.8670, 551.4, 5047, -0.2, -4.9, -4.4, 70, 70, 4.81,176,23.4
2024-09-26 11:30:37,-82.4667,27.8672, 551.0, 5053, -0.2, -5.1, -4.5, 69, 69, 4.75,176,23.4
2024-09-26 11:30:38,-82.4667,27.8674, 550.6, 5059, -0.2, -5.2, -4.6, 69, 69, 4.74,176,23.3
2024-09-26 11:30:39,-82.4667,27.8676, 550.2, 5065, -0.3, -5.2, -4.6, 69, 69, 4.72,176,23.3
2024-09-26 11:30:40,-82.4667,27.8678, 549.8, 5071, -0.3, -5.3, -4.7, 69, 69, 4.70,176,23.3
2024-09-26 11:30:41,-82.4667,27.8680, 549.4, 5077, -0.3, -5.3, -4.7, 69, 69, 4.68,176,23.3
2024-09-26 11:30:42,-82.4667,27.8683, 549.0, 5083, -0.4, -5.4, -4.8, 69, 69, 4.67,176,23.3
2024-09-26 11:30:43,-82.4668,27.8685, 548.5, 5089, -0.4, -5.5, -4.8, 69, 69, 4.65,176,23.3
2024-09-26 11:30:44,-82.4668,27.8687, 548.1, 5095, -0.4, -5.5, -4.9, 68, 69, 4.63,176,23.3
2024-09-26 11:30:45,-82.4668,27.8689, 547.7, 5102, -0.5, -5.6, -5.0, 68, 69, 4.61,176,23.3
2024-09-26 11:30:46,-82.4668,27.8691, 547.3, 5108, -0.5, -5.6, -5.0, 68, 68, 4.60,176,23.2
2024-09-26 11:30:47,-82.4668,27.8693, 546.8, 5114, -0.5, -5.7, -5.1, 68, 68, 4.58,176,23.2
2024-09-26 11:30:48,-82.4668,27.8695, 546.4, 5120, -0.6, -5.8, -5.1, 68, 68, 4.56,176,23.2
2024-09-26 11:30:49,-82.4669,27.8698, 546.0, 5126, -0.6, -5.8, -5.2, 68, 68, 4.55,176,23.2
2024-09-26 11:30:50,-82.4669,27.8699, 545.5, 5133, -0.6, -5.9, -5.2, 68, 68, 4.52,176,23.2
2024-09-26 11:30:51,-82.4669,27.8701, 545.2, 5138, -0.7, -5.8, -5.1, 68, 69, 4.57,176,23.2
2024-09-26 11:30:52,-82.4669,27.8703, 544.8, 5144, -0.7, -5.6, -5.0, 69, 70, 4.63,176,23.2
2024-09-26 11:30:53,-82.4669,27.8705, 544.4, 5150, -0.7, -5.4, -4.8, 70, 71, 4.69,176,23.2
2024-09-26 11:30:54,-82.4669,27.8707, 544.0, 5156, -0.8, -5.3, -4.7, 71, 72, 4.75,176,23.1
2024-09-26 11:30:55,-82.4670,27.8710, 543.5, 5162, -0.8, -5.1, -4.6, 72, 73, 4.81,176,23.1
2024-09-26 11:30:56,-82.4670,27.8712, 543.1, 5168, -0.8, -5.0, -4.4, 74, 74, 4.88,176,23.1
2024-09-26 11:30:57,-82.4670,27.8714, 542.7, 5175, -0.9, -4.8, -4.3, 75, 75, 4.94,176,23.1
2024-09-26 11:30:58,-82.4670,27.8716, 542.3, 5181, -0.9, -4.7, -4.2, 76, 76, 4.99,176,23.1
2024-09-26 11:30:59,-82.4670,27.8718, 541.9, 5187, -1.0, -4.5, -4.0, 77, 77, 5.05,176,23.1
2024-09-26 11:31:00,-82.4670,27.8720, 541.5, 5193, -1.0, -4.4, -3.9, 78, 78, 5.11,176,23.1
2024-09-26 11:31:01,-82.4670,27.8722, 541.1, 5199, -1.0, -4.2, -3.8, 79, 79, 5.17,176,23.1
2024-09-26 11:31:02,-82.4671,27.8724, 540.7, 5205, -1.1, -4.1, -3.6, 80, 81, 5.23,176,23.1
2024-09-26 11:31:03,-82.4671,27.8726, 540.3, 5210, -1.1, -4.0, -3.5, 81, 82, 5.29,176,23.1
2024-09-26 11:31:04,-82.4671,27.8728, 539.9, 5216, -1.1, -3.8, -3.4, 82, 83, 5.34,176,23.1
2024-09-26 11:31:05,-82.4671,27.8730, 539.5, 5222, -1.2, -3.8, -3.4, 82, 83, 5.35,176,23.1
2024-09-26 11:31:06,-82.4671,27.8732, 539.0, 5228, -1.2, -3.8, -3.4, 82, 83, 5.36,176,23.1
2024-09-26 11:31:07,-82.4671,27.8735, 538.6, 5234, -1.2, -3.8, -3.4, 83, 84, 5.37,176,23.1
2024-09-26 11:31:08,-82.4671,27.8737, 538.2, 5240, -1.2, -3.8, -3.4, 83, 84, 5.39,176,23.1
2024-09-26 11:31:09,-82.4671,27.8739, 537.8, 5247, -1.3, -3.8, -3.3, 83, 84, 5.40,176,23.2
2024-09-26 11:31:10,-82.4671,27.8741, 537.4, 5253, -1.3, -3.7, -3.3, 83, 84, 5.41,177,23.2
2024-09-26 11:31:11,-82.4672,27.8743, 537.0, 5259, -1.3, -3.7, -3.3, 84, 85, 5.42,177,23.2
2024-09-26 11:31:12,-82.4672,27.8745, 536.6, 5265, -1.3, -3.7, -3.3, 84, 85, 5.43,177,23.2
2024-09-26 11:31:13,-82.4672,27.8747, 536.2, 5271, -1.3, -3.7, -3.3, 84, 85, 5.44,177,23.2
2024-09-26 11:31:14,-82.4672,27.8749, 535.7, 5277, -1.4, -3.7, -3.3, 84, 85, 5.46,177,23.2
2024-09-26 11:31:15,-82.4672,27.8751, 535.3, 5284, -1.4, -3.7, -3.2, 85, 86, 5.47,177,23.2
2024-09-26 11:31:16,-82.4672,27.8754, 534.9, 5290, -1.4, -3.6, -3.2, 85, 86, 5.48,177,23.2
2024-09-26 11:31:17,-82.4672,27.8756, 534.4, 5297, -1.4, -3.6, -3.2, 85, 86, 5.49,177,23.2
2024-09-26 11:31:18,-82.4672,27.8758, 534.0, 5303, -1.5, -3.7, -3.3, 85, 86, 5.47,177,23.2
2024-09-26 11:31:19,-82.4672,27.8760, 533.6, 5309, -1.5, -3.7, -3.3, 85, 86, 5.45,177,23.2
2024-09-26 11:31:20,-82.4672,27.8762, 533.2, 5316, -1.5, -3.8, -3.4, 84, 85, 5.43,177,23.3
2024-09-26 11:31:21,-82.4672,27.8764, 532.8, 5322, -1.5, -3.8, -3.4, 84, 85, 5.41,177,23.3
2024-09-26 11:31:22,-82.4672,27.8766, 532.3, 5328, -1.5, -3.9, -3.5, 84, 85, 5.40,177,23.3
2024-09-26 11:31:23,-82.4673,27.8768, 531.9, 5335, -1.5, -4.0, -3.5, 83, 85, 5.38,177,23.3
2024-09-26 11:31:24,-82.4673,27.8770, 531.5, 5341, -1.5, -4.0, -3.6, 83, 84, 5.36,177,23.4
2024-09-26 11:31:25,-82.4673,27.8773, 531.1, 5347, -1.5, -4.1, -3.6, 83, 84, 5.34,178,23.4
2024-09-26 11:31:26,-82.4673,27.8775, 530.7, 5354, -1.5, -4.1, -3.7, 83, 84, 5.32,178,23.4
2024-09-26 11:31:27,-82.4673,27.8777, 530.2, 5360, -1.6, -4.2, -3.7, 82, 84, 5.30,178,23.4
2024-09-26 11:31:28,-82.4673,27.8779, 529.8, 5366, -1.6, -4.2, -3.8, 82, 83, 5.28,178,23.5
2024-09-26 11:31:29,-82.4673,27.8781, 529.4, 5373, -1.6, -4.3, -3.8, 82, 83, 5.26,178,23.5
2024-09-26 11:31:30,-82.4673,27.8783, 529.0, 5379, -1.6, -4.4, -3.9, 81, 83, 5.24,178,23.5
2024-09-26 11:31:31,-82.4673,27.8785, 528.6, 5385, -1.6, -4.4, -3.9, 81, 82, 5.22,178,23.5
2024-09-26 11:31:32,-82.4673,27.8787, 528.2, 5391, -1.6, -4.5, -4.0, 81, 82, 5.20,178,23.5
2024-09-26 11:31:33,-82.4673,27.8789, 527.7, 5398, -1.7, -4.6, -4.1, 81, 82, 5.17,178,23.6
2024-09-26 11:31:34,-82.4673,27.8792, 527.3, 5404, -1.7, -4.7, -4.1, 80, 82, 5.14,178,23.6
2024-09-26 11:31:35,-82.4674,27.8794, 526.9, 5410, -1.7, -4.7, -4.2, 80, 81, 5.12,178,23.6
2024-09-26 11:31:36,-82.4674,27.8796, 526.5, 5416, -1.8, -4.8, -4.3, 80, 81, 5.09,178,23.6
2024-09-26 11:31:37,-82.4674,27.8798, 526.1, 5422, -1.8, -4.9, -4.3, 79, 81, 5.06,179,23.7
2024-09-26 11:31:38,-82.4674,27.8800, 525.7, 5429, -1.8, -5.0, -4.4, 79, 80, 5.04,178,23.7
2024-09-26 11:31:39,-82.4674,27.8802, 525.3, 5435, -1.9, -5.1, -4.5, 79, 80, 5.00,178,23.7
2024-09-26 11:31:40,-82.4674,27.8804, 524.9, 5441, -1.9, -5.1, -4.6, 78, 80, 4.98,178,23.7
2024-09-26 11:31:41,-82.4674,27.8807, 524.5, 5447, -1.9, -5.2, -4.6, 78, 80, 4.95,178,23.7
2024-09-26 11:31:42,-82.4675,27.8809, 524.0, 5453, -2.0, -5.3, -4.7, 78, 79, 4.93,178,23.7
2024-09-26 11:31:43,-82.4675,27.8811, 523.6, 5460, -2.0, -5.4, -4.8, 78, 79, 4.90,178,23.8
2024-09-26 11:31:44,-82.4675,27.8813, 523.2, 5466, -2.0, -5.5, -4.9, 77, 79, 4.87,178,23.8
2024-09-26 11:31:45,-82.4675,27.8815, 522.8, 5472, -2.1, -5.6, -4.9, 77, 78, 4.84,178,23.8
2024-09-26 11:31:46,-82.4675,27.8817, 522.4, 5479, -2.1, -5.6, -5.0, 77, 78, 4.82,178,23.8
2024-09-26 11:31:47,-82.4676,27.8820, 522.0, 5485, -2.1, -5.7, -5.1, 76, 78, 4.79,178,23.8
2024-09-26 11:31:48,-82.4676,27.8822, 521.5, 5492, -2.2, -5.8, -5.2, 76, 78, 4.76,178,23.8
2024-09-26 11:31:49,-82.4676,27.8824, 521.1, 5498, -2.2, -5.9, -5.2, 76, 77, 4.74,177,23.8
2024-09-26 11:31:50,-82.4676,27.8826, 520.8, 5505, -2.2, -6.0, -5.3, 75, 77, 4.71,177,23.9
2024-09-26 11:31:51,-82.4676,27.8828, 520.4, 5511, -2.3, -6.1, -5.4, 75, 77, 4.68,177,23.9
2024-09-26 11:31:52,-82.4676,27.8830, 520.0, 5516, -2.3, -6.1, -5.5, 75, 76, 4.65,177,23.9
2024-09-26 11:31:53,-82.4677,27.8833, 519.6, 5522, -2.3, -6.2, -5.5, 75, 76, 4.63,177,23.9
2024-09-26 11:31:54,-82.4677,27.8835, 519.2, 5528, -2.4, -6.3, -5.6, 74, 76, 4.60,177,23.9
2024-09-26 11:31:55,-82.4677,27.8837, 518.8, 5534, -2.4, -6.4, -5.7, 74, 76, 4.58,177,23.9
2024-09-26 11:31:56,-82.4677,27.8839, 518.4, 5539, -2.4, -6.5, -5.8, 74, 75, 4.55,177,23.9
2024-09-26 11:31:57,-82.4677,27.8841, 518.0, 5546, -2.5, -6.6, -5.8, 73, 75, 4.52,177,24.0
2024-09-26 11:31:58,-82.4677,27.8843, 517.5, 5552, -2.5, -6.7, -5.9, 73, 75, 4.49,177,24.0
2024-09-26 11:31:59,-82.4678,27.8846, 517.1, 5559, -2.5, -6.8, -6.0, 72, 74, 4.46,177,24.0
2024-09-26 11:32:00,-82.4678,27.8848, 516.7, 5565, -2.5, -6.9, -6.1, 72, 74, 4.43,176,24.0
2024-09-26 11:32:01,-82.4678,27.8850, 516.3, 5572, -2.5, -6.9, -6.2, 72, 73, 4.41,176,24.0
2024-09-26 11:32:02,-82.4678,27.8852, 515.9, 5579, -2.5, -7.0, -6.3, 71, 73, 4.38,176,24.0
2024-09-26 11:32:03,-82.4678,27.8854, 515.4, 5585, -2.5, -7.1, -6.3, 71, 72, 4.35,176,24.0
2024-09-26 11:32:04,-82.4678,27.8856, 515.0, 5592, -2.5, -7.2, -6.4, 70, 72, 4.32,176,24.0
2024-09-26 11:32:05,-82.4679,27.8859, 514.6, 5598, -2.5, -7.3, -6.5, 70, 71, 4.29,176,24.0
2024-09-26 11:32:06,-82.4679,27.8861, 514.2, 5605, -2.6, -7.4, -6.6, 69, 71, 4.27,176,24.0
2024-09-26 11:32:07,-82.4679,27.8863, 513.7, 5612, -2.6, -7.5, -6.7, 69, 70, 4.24,176,24.0
2024-09-26 11:32:08,-82.4679,27.8865, 513.3, 5618, -2.6, -7.6, -6.8, 68, 70, 4.21,175,24.0
2024-09-26 11:32:09,-82.4679,27.8867, 512.9, 5625, -2.6, -7.7, -6.9, 68, 70, 4.18,175,24.0
2024-09-26 11:32:10,-82.4680,27.8869, 512.4, 5632, -2.6, -7.8, -6.9, 67, 69, 4.16,175,24.0
2024-09-26 11:32:11,-82.4680,27.8871, 512.0, 5638, -2.6, -7.9, -7.0, 67, 69, 4.13,175,24.0
2024-09-26 11:32:12,-82.4680,27.8874, 511.6, 5645, -2.6, -8.0, -7.1, 67, 68, 4.10,175,24.1
2024-09-26 11:32:13,-82.4680,27.8876, 511.1, 5651, -2.6, -8.1, -7.2, 66, 68, 4.07,175,24.1
2024-09-26 11:32:14,-82.4681,27.8878, 510.7, 5658, -2.7, -8.2, -7.3, 66, 67, 4.04,175,24.1
2024-09-26 11:32:15,-82.4681,27.8880, 510.3, 5665, -2.7, -8.3, -7.4, 65, 67, 4.01,175,24.1
2024-09-26 11:32:16,-82.4681,27.8882, 509.8, 5672, -2.7, -8.4, -7.5, 65, 66, 3.99,174,24.1
2024-09-26 11:32:17,-82.4681,27.8884, 509.4, 5679, -2.7, -8.5, -7.6, 64, 66, 3.96,174,24.1
2024-09-26 11:32:18,-82.4682,27.8886, 508.9, 5686, -2.7, -8.6, -7.6, 64, 66, 3.93,174,24.1
2024-09-26 11:32:19,-82.4682,27.8888, 508.5, 5693, -2.8, -8.7, -7.7, 64, 65, 3.90,174,24.1
2024-09-26 11:32:20,-82.4682,27.8891, 508.1, 5699, -2.8, -8.8, -7.8, 63, 65, 3.87,174,24.0
2024-09-26 11:32:21,-82.4682,27.8893, 507.7, 5706, -2.8, -8.9, -7.9, 63, 64, 3.85,174,24.0
2024-09-26 11:32:22,-82.4682,27.8895, 507.2, 5713, -2.8, -9.0, -8.0, 62, 64, 3.82,174,24.0
2024-09-26 11:32:23,-82.4683,27.8897, 506.8, 5719, -2.8, -9.1, -8.1, 62, 64, 3.79,174,24.0
2024-09-26 11:32:24,-82.4683,27.8899, 506.5, 5724, -2.8, -9.2, -8.2, 62, 63, 3.77,174,24.0
2024-09-26 11:32:25,-82.4683,27.8901, 506.0, 5733, -2.9, -9.1, -8.1, 62, 64, 3.79,174,24.0
2024-09-26 11:32:26,-82.4683,27.8903, 505.5, 5739, -2.9, -9.1, -8.1, 62, 64, 3.81,174,24.0
2024-09-26 11:32:27,-82.4684,27.8906, 505.1, 5746, -2.9, -9.0, -8.0, 63, 64, 3.83,174,24.0
2024-09-26 11:32:28,-82.4684,27.8908, 504.7, 5753, -2.9, -9.0, -8.0, 63, 65, 3.85,174,23.9
2024-09-26 11:32:29,-82.4684,27.8910, 504.3, 5759, -2.9, -8.9, -7.9, 63, 65, 3.87,174,23.9
2024-09-26 11:32:30,-82.4684,27.8912, 503.8, 5766, -3.0, -8.9, -7.9, 64, 66, 3.89,174,23.9
2024-09-26 11:32:31,-82.4685,27.8914, 503.4, 5773, -3.0, -8.8, -7.8, 64, 66, 3.91,174,23.9
2024-09-26 11:32:32,-82.4685,27.8916, 503.0, 5779, -3.0, -8.8, -7.8, 64, 66, 3.92,175,23.9
2024-09-26 11:32:33,-82.4685,27.8918, 502.6, 5785, -3.0, -8.7, -7.8, 65, 67, 3.94,175,23.9
2024-09-26 11:32:34,-82.4685,27.8921, 502.2, 5792, -3.1, -8.7, -7.7, 65, 67, 3.96,175,23.9
2024-09-26 11:32:35,-82.4686,27.8923, 501.8, 5798, -3.1, -8.6, -7.7, 66, 68, 3.98,175,23.9
2024-09-26 11:32:36,-82.4686,27.8925, 501.4, 5804, -3.1, -8.6, -7.6, 66, 68, 4.00,175,23.8
2024-09-26 11:32:37,-82.4686,27.8927, 501.0, 5811, -3.1, -8.5, -7.6, 66, 68, 4.02,175,23.8
2024-09-26 11:32:38,-82.4686,27.8930, 500.6, 5817, -3.2, -8.5, -7.5, 67, 69, 4.03,175,23.8
2024-09-26 11:32:39,-82.4687,27.8931, 500.0, 5826, -3.2, -8.4, -7.5, 67, 70, 4.07,175,23.8
2024-09-26 11:32:40,-82.4687,27.8933, 499.7, 5831, -3.2, -8.3, -7.4, 68, 70, 4.09,175,23.8
2024-09-26 11:32:41,-82.4687,27.8936, 499.3, 5838, -3.3, -8.3, -7.4, 68, 71, 4.11,175,23.8
2024-09-26 11:32:42,-82.4687,27.8938, 498.9, 5844, -3.3, -8.2, -7.3, 69, 71, 4.14,175,23.8
2024-09-26 11:32:43,-82.4688,27.8940, 498.4, 5851, -3.4, -8.1, -7.2, 70, 72, 4.17,175,23.8
2024-09-26 11:32:44,-82.4688,27.8942, 498.0, 5858, -3.4, -8.0, -7.2, 70, 72, 4.19,175,23.8
2024-09-26 11:32:45,-82.4688,27.8944, 497.5, 5866, -3.4, -8.0, -7.1, 71, 73, 4.22,175,23.8
2024-09-26 11:32:46,-82.4688,27.8946, 497.0, 5873, -3.5, -7.9, -7.0, 71, 74, 4.25,175,23.8
2024-09-26 11:32:47,-82.4689,27.8948, 496.6, 5880, -3.5, -7.8, -7.0, 72, 74, 4.28,175,23.8
2024-09-26 11:32:48,-82.4689,27.8950, 496.1, 5888, -3.5, -7.8, -6.9, 73, 75, 4.30,175,23.8
2024-09-26 11:32:49,-82.4689,27.8953, 495.7, 5895, -3.6, -7.7, -6.8, 73, 76, 4.33,175,23.8
2024-09-26 11:32:50,-82.4689,27.8955, 495.3, 5902, -3.6, -7.6, -6.8, 74, 76, 4.35,175,23.8
2024-09-26 11:32:51,-82.4690,27.8957, 494.9, 5909, -3.7, -7.6, -6.7, 74, 77, 4.38,175,23.8
2024-09-26 11:32:52,-82.4690,27.8959, 494.4, 5915, -3.7, -7.5, -6.7, 75, 77, 4.40,175,23.8
2024-09-26 11:32:53,-82.4690,27.8961, 494.0, 5922, -3.8, -7.5, -6.7, 75, 78, 4.41,175,23.8
2024-09-26 11:32:54,-82.4690,27.8963, 493.6, 5929, -3.8, -7.5, -6.7, 76, 78, 4.42,175,23.8
2024-09-26 11:32:55,-82.4691,27.8965, 493.2, 5935, -3.8, -7.5, -6.6, 76, 79, 4.44,175,23.8
2024-09-26 11:32:56,-82.4691,27.8967, 492.7, 5942, -3.9, -7.4, -6.6, 76, 79, 4.45,175,23.8
2024-09-26 11:32:57,-82.4691,27.8970, 492.3, 5949, -3.9, -7.4, -6.6, 77, 80, 4.46,175,23.8
2024-09-26 11:32:58,-82.4691,27.8972, 491.9, 5955, -4.0, -7.4, -6.6, 77, 80, 4.47,174,23.8
2024-09-26 11:32:59,-82.4692,27.8974, 491.5, 5962, -4.0, -7.4, -6.5, 78, 81, 4.48,174,23.7
2024-09-26 11:33:00,-82.4692,27.8976, 491.1, 5968, -4.1, -7.3, -6.5, 78, 81, 4.50,174,23.7
2024-09-26 11:33:01,-82.4692,27.8978, 490.7, 5975, -4.1, -7.3, -6.5, 78, 82, 4.51,174,23.7
2024-09-26 11:33:02,-82.4692,27.8980, 490.3, 5982, -4.2, -7.3, -6.5, 79, 82, 4.52,174,23.7
2024-09-26 11:33:03,-82.4693,27.8982, 489.8, 5989, -4.2, -7.3, -6.5, 79, 82, 4.53,174,23.7
2024-09-26 11:33:04,-82.4693,27.8984, 489.4, 5996, -4.2, -7.2, -6.4, 80, 83, 4.54,174,23.7
2024-09-26 11:33:05,-82.4693,27.8986, 489.0, 6003, -4.3, -7.2, -6.4, 80, 83, 4.55,174,23.7
2024-09-26 11:33:06,-82.4693,27.8989, 488.6, 6009, -4.3, -7.2, -6.4, 80, 83, 4.56,174,23.7
2024-09-26 11:33:07,-82.4694,27.8991, 488.2, 6016, -4.3, -7.2, -6.4, 80, 84, 4.57,174,23.7
2024-09-26 11:33:08,-82.4694,27.8993, 487.8, 6022, -4.4, -7.2, -6.4, 81, 84, 4.58,174,23.6
2024-09-26 11:33:09,-82.4694,27.8995, 487.4, 6028, -4.4, -7.2, -6.4, 81, 84, 4.58,174,23.6
2024-09-26 11:33:10,-82.4695,27.8997, 487.1, 6034, -4.4, -7.2, -6.4, 81, 85, 4.59,173,23.6
2024-09-26 11:33:11,-82.4695,27.8999, 486.7, 6040, -4.5, -7.2, -6.4, 81, 85, 4.59,173,23.6
2024-09-26 11:33:12,-82.4695,27.9001, 486.3, 6046, -4.5, -7.2, -6.4, 82, 85, 4.60,173,23.6
2024-09-26 11:33:13,-82.4695,27.9003, 486.0, 6051, -4.5, -7.2, -6.4, 82, 85, 4.61,173,23.6
2024-09-26 11:33:14,-82.4696,27.9005, 485.6, 6057, -4.5, -7.1, -6.4, 82, 86, 4.62,173,23.6
2024-09-26 11:33:15,-82.4696,27.9007, 485.3, 6063, -4.6, -7.1, -6.4, 82, 86, 4.62,173,23.6
2024-09-26 11:33:16,-82.4696,27.9010, 484.9, 6069, -4.6, -7.1, -6.3, 83, 86, 4.63,173,23.6
2024-09-26 11:33:17,-82.4696,27.9012, 484.6, 6074, -4.6, -7.1, -6.3, 83, 87, 4.63,173,23.5
2024-09-26 11:33:18,-82.4697,27.9014, 484.2, 6080, -4.7, -7.1, -6.3, 83, 87, 4.64,173,23.5
2024-09-26 11:33:19,-82.4697,27.9016, 483.8, 6086, -4.7, -7.2, -6.4, 83, 87, 4.61,173,23.5
2024-09-26 11:33:20,-82.4697,27.9018, 483.4, 6092, -4.8, -7.3, -6.5, 82, 86, 4.59,173,23.5
2024-09-26 11:33:21,-82.4698,27.9020, 483.1, 6098, -4.8, -7.4, -6.6, 82, 86, 4.56,173,23.5
2024-09-26 11:33:22,-82.4698,27.9022, 482.7, 6104, -4.8, -7.5, -6.6, 82, 86, 4.53,173,23.5
2024-09-26 11:33:23,-82.4698,27.9024, 482.3, 6111, -4.9, -7.5, -6.7, 82, 86, 4.51,173,23.5
2024-09-26 11:33:24,-82.4698,27.9026, 481.9, 6117, -4.9, -7.6, -6.8, 81, 85, 4.48,173,23.4
2024-09-26 11:33:25,-82.4699,27.9028, 481.5, 6124, -5.0, -7.7, -6.8, 81, 85, 4.46,173,23.4
2024-09-26 11:33:26,-82.4699,27.9030, 481.1, 6130, -5.0, -7.8, -6.9, 81, 85, 4.44,173,23.4
2024-09-26 11:33:27,-82.4699,27.9032, 480.7, 6137, -5.0, -7.9, -7.0, 81, 85, 4.41,173,23.4
2024-09-26 11:33:28,-82.4700,27.9035, 480.3, 6144, -5.1, -7.9, -7.1, 80, 84, 4.38,173,23.4
2024-09-26 11:33:29,-82.4700,27.9037, 479.9, 6150, -5.1, -8.0, -7.1, 80, 84, 4.36,173,23.4
2024-09-26 11:33:30,-82.4700,27.9039, 479.5, 6157, -5.2, -8.1, -7.2, 80, 84, 4.34,173,23.4
2024-09-26 11:33:31,-82.4700,27.9041, 479.1, 6164, -5.2, -8.2, -7.3, 80, 84, 4.31,173,23.3
2024-09-26 11:33:32,-82.4701,27.9043, 478.7, 6170, -5.2, -8.2, -7.3, 79, 83, 4.30,173,23.3
2024-09-26 11:33:33,-82.4701,27.9045, 478.3, 6176, -5.3, -8.3, -7.4, 79, 83, 4.28,173,23.3
2024-09-26 11:33:34,-82.4701,27.9047, 478.0, 6182, -5.3, -8.3, -7.4, 79, 83, 4.27,173,23.3
2024-09-26 11:33:35,-82.4701,27.9049, 477.6, 6189, -5.3, -8.4, -7.5, 79, 83, 4.26,173,23.3
2024-09-26 11:33:36,-82.4702,27.9051, 477.2, 6195, -5.4, -8.4, -7.5, 79, 83, 4.25,173,23.3
2024-09-26 11:33:37,-82.4702,27.9053, 476.8, 6201, -5.4, -8.5, -7.5, 79, 83, 4.23,173,23.3
2024-09-26 11:33:38,-82.4702,27.9055, 476.4, 6208, -5.4, -8.5, -7.6, 79, 83, 4.22,173,23.3
2024-09-26 11:33:39,-82.4703,27.9057, 476.0, 6214, -5.5, -8.6, -7.6, 79, 83, 4.21,173,23.3
2024-09-26 11:33:40,-82.4703,27.9060, 475.6, 6221, -5.5, -8.6, -7.7, 78, 83, 4.19,173,23.3
2024-09-26 11:33:41,-82.4703,27.9062, 475.2, 6227, -5.5, -8.7, -7.7, 78, 83, 4.18,173,23.3
2024-09-26 11:33:42,-82.4703,27.9064, 474.8, 6234, -5.5, -8.7, -7.8, 78, 82, 4.17,173,23.3
2024-09-26 11:33:43,-82.4704,27.9066, 474.5, 6240, -5.6, -8.8, -7.8, 78, 82, 4.16,173,23.3
2024-09-26 11:33:44,-82.4704,27.9068, 474.1, 6247, -5.6, -8.8, -7.9, 78, 82, 4.14,173,23.3
2024-09-26 11:33:45,-82.4704,27.9070, 473.7, 6253, -5.6, -8.9, -7.9, 78, 82, 4.13,173,23.3
2024-09-26 11:33:46,-82.4704,27.9072, 473.3, 6260, -5.7, -8.9, -7.9, 78, 82, 4.12,173,23.3
2024-09-26 11:33:47,-82.4705,27.9074, 472.9, 6266, -5.7, -9.0, -8.0, 78, 82, 4.11,173,23.3
2024-09-26 11:33:48,-82.4705,27.9076, 472.5, 6273, -5.8, -9.0, -8.0, 78, 82, 4.10,173,23.3
2024-09-26 11:33:49,-82.4705,27.9078, 472.1, 6280, -5.8, -9.1, -8.1, 78, 82, 4.09,173,23.3
2024-09-26 11:33:50,-82.4706,27.9081, 471.7, 6286, -5.8, -9.1, -8.1, 78, 82, 4.08,173,23.3
2024-09-26 11:33:51,-82.4706,27.9083, 471.2, 6293, -5.9, -9.1, -8.1, 78, 82, 4.07,173,23.3
2024-09-26 11:33:52,-82.4706,27.9085, 470.8, 6300, -5.9, -9.2, -8.2, 78, 82, 4.06,173,23.3
2024-09-26 11:33:53,-82.4707,27.9087, 470.4, 6307, -5.9, -9.2, -8.2, 77, 82, 4.05,173,23.4
2024-09-26 11:33:54,-82.4707,27.9089, 470.0, 6314, -6.0, -9.3, -8.2, 77, 82, 4.04,173,23.4
2024-09-26 11:33:55,-82.4707,27.9091, 469.6, 6321, -6.0, -9.3, -8.3, 77, 82, 4.03,173,23.4
